# np (number of particles )
2047
# (x,y), mass, type (1:mobile, -1,-2: rev(horiz, vert), sig
  4.6036072262476068e+01   4.7958111484888171e+01   1.0000000000000000e+00 1 0 0 1.500000e+00
  4.6603760437660625e+01   4.8781355152191864e+01   1.0000000000000000e+00 1 0 0 1.500000e+00
  4.7171448612845182e+01   4.9604598819495550e+01   1.0000000000000000e+00 1 0 0 1.500000e+00
  4.7739136788029754e+01   5.0427842486799236e+01   1.0000000000000000e+00 1 0 0 1.500000e+00
  4.8306824963214311e+01   5.1251086154102921e+01   1.0000000000000000e+00 1 0 0 1.500000e+00
  4.8874513138398868e+01   5.2074329821406607e+01   1.0000000000000000e+00 1 0 0 1.500000e+00
  4.9442201313583432e+01   5.2897573488710293e+01   1.0000000000000000e+00 1 0 0 1.500000e+00
  5.0009889488767996e+01   5.3720817156013979e+01   1.0000000000000000e+00 1 0 0 1.500000e+00
  5.0577577663952553e+01   5.4544060823317665e+01   1.0000000000000000e+00 1 0 0 1.500000e+00
  5.1145265839137117e+01   5.5367304490621351e+01   1.0000000000000000e+00 1 0 0 1.500000e+00
  5.1712954014321681e+01   5.6190548157925036e+01   1.0000000000000000e+00 1 0 0 1.500000e+00
  5.2280642189506239e+01   5.7013791825228722e+01   1.0000000000000000e+00 1 0 0 1.500000e+00
  5.2848330364690803e+01   5.7837035492532408e+01   1.0000000000000000e+00 1 0 0 1.500000e+00
  5.3416018539875360e+01   5.8660279159836094e+01   1.0000000000000000e+00 1 0 0 1.500000e+00
  5.3983706715059924e+01   5.9483522827139780e+01   1.0000000000000000e+00 1 0 0 1.500000e+00
  5.4551394890244481e+01   6.0306766494443465e+01   1.0000000000000000e+00 1 0 0 1.500000e+00
  5.5119083065429045e+01   6.1130010161747158e+01   1.0000000000000000e+00 1 0 0 1.500000e+00
  5.5686771240613609e+01   6.1953253829050844e+01   1.0000000000000000e+00 1 0 0 1.500000e+00
  5.6254459415798166e+01   6.2776497496354530e+01   1.0000000000000000e+00 1 0 0 1.500000e+00
  5.6822147590982730e+01   6.3599741163658216e+01   1.0000000000000000e+00 1 0 0 1.500000e+00
  5.7389835766167295e+01   6.4422984830961894e+01   1.0000000000000000e+00 1 0 0 1.500000e+00
  5.7957523941351852e+01   6.5246228498265594e+01   1.0000000000000000e+00 1 0 0 1.500000e+00
  5.8525212116536409e+01   6.6069472165569280e+01   1.0000000000000000e+00 1 0 0 1.500000e+00
  5.9092900291720973e+01   6.6892715832872966e+01   1.0000000000000000e+00 1 0 0 1.500000e+00
  5.9660588466905537e+01   6.7715959500176652e+01   1.0000000000000000e+00 1 0 0 1.500000e+00
  6.0228276642090094e+01   6.8539203167480338e+01   1.0000000000000000e+00 1 0 0 1.500000e+00
  6.0795964817274658e+01   6.9362446834784024e+01   1.0000000000000000e+00 1 0 0 1.500000e+00
  6.1363652992459222e+01   7.0185690502087709e+01   1.0000000000000000e+00 1 0 0 1.500000e+00
  6.1931341167643779e+01   7.1008934169391395e+01   1.0000000000000000e+00 1 0 0 1.500000e+00
  6.2499029342828344e+01   7.1832177836695081e+01   1.0000000000000000e+00 1 0 0 1.500000e+00
  6.3066717518012901e+01   7.2655421503998767e+01   1.0000000000000000e+00 1 0 0 1.500000e+00
  6.3634405693197465e+01   7.3478665171302453e+01   1.0000000000000000e+00 1 0 0 1.500000e+00
  6.4202093868382022e+01   7.4301908838606138e+01   1.0000000000000000e+00 1 0 0 1.500000e+00
  6.4769782043566593e+01   7.5125152505909824e+01   1.0000000000000000e+00 1 0 0 1.500000e+00
  6.5337470218751150e+01   7.5948396173213510e+01   1.0000000000000000e+00 1 0 0 1.500000e+00
  6.5905158393935707e+01   7.6771639840517196e+01   1.0000000000000000e+00 1 0 0 1.500000e+00
  6.6472846569120264e+01   7.7594883507820882e+01   1.0000000000000000e+00 1 0 0 1.500000e+00
  6.7040534744304836e+01   7.8418127175124567e+01   1.0000000000000000e+00 1 0 0 1.500000e+00
  6.7608222919489393e+01   7.9241370842428253e+01   1.0000000000000000e+00 1 0 0 1.500000e+00
  6.8175911094673950e+01   8.0064614509731939e+01   1.0000000000000000e+00 1 0 0 1.500000e+00
  6.8743599269858521e+01   8.0887858177035639e+01   1.0000000000000000e+00 1 0 0 1.500000e+00
  6.9311287445043078e+01   8.1711101844339325e+01   1.0000000000000000e+00 1 0 0 1.500000e+00
  6.9878975620227635e+01   8.2534345511643011e+01   1.0000000000000000e+00 1 0 0 1.500000e+00
  7.0446663795412206e+01   8.3357589178946697e+01   1.0000000000000000e+00 1 0 0 1.500000e+00
  7.1014351970596763e+01   8.4180832846250382e+01   1.0000000000000000e+00 1 0 0 1.500000e+00
  7.1582040145781320e+01   8.5004076513554068e+01   1.0000000000000000e+00 1 0 0 1.500000e+00
  7.2149728320965878e+01   8.5827320180857754e+01   1.0000000000000000e+00 1 0 0 1.500000e+00
  7.2717416496150449e+01   8.6650563848161440e+01   1.0000000000000000e+00 1 0 0 1.500000e+00
  7.3285104671335006e+01   8.7473807515465126e+01   1.0000000000000000e+00 1 0 0 1.500000e+00
  7.3852792846519563e+01   8.8297051182768811e+01   1.0000000000000000e+00 1 0 0 1.500000e+00
  7.4420481021704134e+01   8.9120294850072497e+01   1.0000000000000000e+00 1 0 0 1.500000e+00
  7.4988169196888691e+01   8.9943538517376183e+01   1.0000000000000000e+00 1 0 0 1.500000e+00
  7.5555857372073248e+01   9.0766782184679869e+01   1.0000000000000000e+00 1 0 0 1.500000e+00
  7.6123545547257805e+01   9.1590025851983555e+01   1.0000000000000000e+00 1 0 0 1.500000e+00
  7.6691233722442377e+01   9.2413269519287240e+01   1.0000000000000000e+00 1 0 0 1.500000e+00
  7.7258921897626934e+01   9.3236513186590926e+01   1.0000000000000000e+00 1 0 0 1.500000e+00
  7.7826610072811491e+01   9.4059756853894612e+01   1.0000000000000000e+00 1 0 0 1.500000e+00
  7.8394298247996062e+01   9.4883000521198298e+01   1.0000000000000000e+00 1 0 0 1.500000e+00
  7.8961986423180619e+01   9.5706244188501984e+01   1.0000000000000000e+00 1 0 0 1.500000e+00
  7.9529674598365176e+01   9.6529487855805684e+01   1.0000000000000000e+00 1 0 0 1.500000e+00
  8.0097362773549747e+01   9.7352731523109355e+01   1.0000000000000000e+00 1 0 0 1.500000e+00
  8.0665050948734304e+01   9.8175975190413055e+01   1.0000000000000000e+00 1 0 0 1.500000e+00
  8.1232739123918861e+01   9.8999218857716727e+01   1.0000000000000000e+00 1 0 0 1.500000e+00
  8.1800427299103433e+01   9.9822462525020427e+01   1.0000000000000000e+00 1 0 0 1.500000e+00
  8.2368115474287990e+01   1.0064570619232411e+02   1.0000000000000000e+00 1 0 0 1.500000e+00
  8.2935803649472547e+01   1.0146894985962780e+02   1.0000000000000000e+00 1 0 0 1.500000e+00
  8.3503491824657104e+01   1.0229219352693148e+02   1.0000000000000000e+00 1 0 0 1.500000e+00
  8.4071179999841675e+01   1.0311543719423517e+02   1.0000000000000000e+00 1 0 0 1.500000e+00
  8.4638868175026232e+01   1.0393868086153886e+02   1.0000000000000000e+00 1 0 0 1.500000e+00
  8.5206556350210789e+01   1.0476192452884254e+02   1.0000000000000000e+00 1 0 0 1.500000e+00
  8.5774244525395346e+01   1.0558516819614623e+02   1.0000000000000000e+00 1 0 0 1.500000e+00
  8.6341932700579918e+01   1.0640841186344991e+02   1.0000000000000000e+00 1 0 0 1.500000e+00
  8.6909620875764475e+01   1.0723165553075360e+02   1.0000000000000000e+00 1 0 0 1.500000e+00
  8.7477309050949032e+01   1.0805489919805729e+02   1.0000000000000000e+00 1 0 0 1.500000e+00
  8.8044997226133603e+01   1.0887814286536097e+02   1.0000000000000000e+00 1 0 0 1.500000e+00
  8.8612685401318160e+01   1.0970138653266466e+02   1.0000000000000000e+00 1 0 0 1.500000e+00
  8.9180373576502717e+01   1.1052463019996834e+02   1.0000000000000000e+00 1 0 0 1.500000e+00
  8.9748061751687288e+01   1.1134787386727203e+02   1.0000000000000000e+00 1 0 0 1.500000e+00
  9.0315749926871845e+01   1.1217111753457571e+02   1.0000000000000000e+00 1 0 0 1.500000e+00
  9.0883438102056402e+01   1.1299436120187940e+02   1.0000000000000000e+00 1 0 0 1.500000e+00

  1.0241566225378786e+02   1.4770757215609416e+02   1.0000000000000000e+00 1 0 0 1.500000e+00
  1.0339830073907326e+02   1.4789310276606460e+02   1.0000000000000000e+00 1 0 0 1.500000e+00
  1.0438093922435867e+02   1.4807863337603504e+02   1.0000000000000000e+00 1 0 0 1.500000e+00
  1.0536357770964408e+02   1.4826416398600549e+02   1.0000000000000000e+00 1 0 0 1.500000e+00
  1.0634621619492947e+02   1.4844969459597596e+02   1.0000000000000000e+00 1 0 0 1.500000e+00
  1.0732885468021487e+02   1.4863522520594640e+02   1.0000000000000000e+00 1 0 0 1.500000e+00
  1.0831149316550028e+02   1.4882075581591684e+02   1.0000000000000000e+00 1 0 0 1.500000e+00
  1.0929413165078569e+02   1.4900628642588731e+02   1.0000000000000000e+00 1 0 0 1.500000e+00
  1.1027677013607109e+02   1.4919181703585775e+02   1.0000000000000000e+00 1 0 0 1.500000e+00
  1.1125940862135650e+02   1.4937734764582819e+02   1.0000000000000000e+00 1 0 0 1.500000e+00
  1.1224204710664191e+02   1.4956287825579864e+02   1.0000000000000000e+00 1 0 0 1.500000e+00
  1.1322468559192730e+02   1.4974840886576911e+02   1.0000000000000000e+00 1 0 0 1.500000e+00
  1.1420732407721270e+02   1.4993393947573955e+02   1.0000000000000000e+00 1 0 0 1.500000e+00
  1.1518996256249811e+02   1.5011947008570999e+02   1.0000000000000000e+00 1 0 0 1.500000e+00
  1.1617260104778352e+02   1.5030500069568043e+02   1.0000000000000000e+00 1 0 0 1.500000e+00
  1.1715523953306892e+02   1.5049053130565090e+02   1.0000000000000000e+00 1 0 0 1.500000e+00
  1.1813787801835431e+02   1.5067606191562135e+02   1.0000000000000000e+00 1 0 0 1.500000e+00
  1.1912051650363972e+02   1.5086159252559179e+02   1.0000000000000000e+00 1 0 0 1.500000e+00
  1.2010315498892513e+02   1.5104712313556226e+02   1.0000000000000000e+00 1 0 0 1.500000e+00
  1.2108579347421053e+02   1.5123265374553270e+02   1.0000000000000000e+00 1 0 0 1.500000e+00
  1.2206843195949594e+02   1.5141818435550314e+02   1.0000000000000000e+00 1 0 0 1.500000e+00
  1.2305107044478135e+02   1.5160371496547359e+02   1.0000000000000000e+00 1 0 0 1.500000e+00
  1.2403370893006675e+02   1.5178924557544406e+02   1.0000000000000000e+00 1 0 0 1.500000e+00
  1.2501634741535214e+02   1.5197477618541450e+02   1.0000000000000000e+00 1 0 0 1.500000e+00
  1.2599898590063755e+02   1.5216030679538494e+02   1.0000000000000000e+00 1 0 0 1.500000e+00
  1.2698162438592296e+02   1.5234583740535538e+02   1.0000000000000000e+00 1 0 0 1.500000e+00
  1.2796426287120836e+02   1.5253136801532585e+02   1.0000000000000000e+00 1 0 0 1.500000e+00
  1.2894690135649375e+02   1.5271689862529630e+02   1.0000000000000000e+00 1 0 0 1.500000e+00
  1.2992953984177916e+02   1.5290242923526674e+02   1.0000000000000000e+00 1 0 0 1.500000e+00
