# time [pico sec]
476.000000
# dry density [g/cm^3], porosity [%]
0.247469 89.972909
#Xa[1:2]
0.000000e+00 0.000000e+00
#Wd[1:4]
1.4288000000000000e+02 1.4288000000000000e+02 0.0000000000000000e+00 0.0000000000000000e+00 
#np
2047
# irev[1:2] x1   x2    v1   v2
0 0 1.5852700666909593e+01 3.8008572665182051e+01 -2.2279747770416244e-01 -4.6118118290252780e-01 1.5449999999999997e+00 1.5599999999999996e+00
0 0 1.6838246742578303e+01 3.7826220862077712e+01 -1.5813883138472681e-01 1.3814987438439605e-01 1.6199999999999992e+00 1.5149999999999999e+00
0 0 1.7844233012212712e+01 3.7836940342678758e+01 -1.5610316153134982e-01 -9.3936609791723857e-02 1.5299999999999998e+00 1.5449999999999997e+00
0 0 1.8823730489410149e+01 3.8049898675053456e+01 -1.8861711441131537e-01 2.7877839964942319e-01 1.4100000000000006e+00 1.5149999999999999e+00
0 0 1.9819296512504550e+01 3.8156690823177534e+01 -1.9139278951378644e-01 2.3941184098613350e-01 1.4850000000000001e+00 1.3800000000000008e+00
0 0 2.0795989262170071e+01 3.8373354505135033e+01 -1.2279999555991064e-01 1.5736889555460157e-03 1.4400000000000004e+00 1.4400000000000004e+00
0 0 2.1777646941873922e+01 3.8569170750616749e+01 -1.7533625213786522e-01 2.4458650962506237e-01 1.5149999999999999e+00 1.5749999999999995e+00
0 0 2.2716423407012890e+01 3.8926343634480283e+01 -2.9511935149416444e-02 -1.9216585758866472e-01 1.4550000000000003e+00 1.4700000000000002e+00
0 0 2.3696624673435295e+01 3.9132181923294951e+01 -6.3244177417822414e-02 -2.8976503750778242e-02 1.5749999999999995e+00 1.4250000000000005e+00
0 0 2.4648008786435270e+01 3.9445529771566484e+01 -3.3596746330199087e-02 -6.0691282476849504e-02 1.4700000000000002e+00 1.5299999999999998e+00
0 0 2.5608911911753012e+01 3.9719242820433855e+01 1.1936289309788775e-02 -1.9977964725575267e-01 1.5000000000000000e+00 1.4850000000000001e+00
0 0 2.6571161789002193e+01 4.0001033091091394e+01 -1.3009111790628997e-01 4.0388239422282368e-01 1.3800000000000008e+00 1.4850000000000001e+00
0 0 2.7561338751144216e+01 4.0148175103736953e+01 -6.0123916605525435e-02 1.5500762607041413e-01 1.4850000000000001e+00 1.4700000000000002e+00
0 0 2.8537786052603895e+01 4.0380357417686675e+01 -2.2664593293688303e-02 -6.0432908346336016e-03 1.4250000000000005e+00 1.4700000000000002e+00
0 0 2.9449461558745785e+01 4.0801638145134461e+01 9.4880541115468939e-02 -2.4972666934400656e-01 1.4550000000000003e+00 1.4250000000000005e+00
0 0 3.0361135709494995e+01 4.1209211062914832e+01 8.9364749726425427e-02 -2.0890497373673619e-01 1.4850000000000001e+00 1.6049999999999993e+00
0 0 3.1242422947641266e+01 4.1690021244854876e+01 -1.1421907883504609e-01 1.7592476932808851e-01 1.4100000000000006e+00 1.5749999999999995e+00
0 0 3.2105654973451315e+01 4.2187947134348370e+01 3.4294393716060023e-02 -8.0165858300595472e-02 1.4100000000000006e+00 1.5449999999999997e+00
